060801 A- ----NSN- Οὐδὲν Οὐδὲν οὐδέν οὐδείς
060801 C- -------- ἄρα ἄρα ἄρα ἄρα
060801 D- -------- νῦν νῦν νῦν νῦν
060801 N- ----NSN- κατάκριμα κατάκριμα κατάκριμα κατάκριμα
060801 RA ----DPM- τοῖς τοῖς τοῖς ὁ
060801 P- -------- ἐν ἐν ἐν ἐν
060801 N- ----DSM- Χριστῷ Χριστῷ Χριστῷ Χριστός
060801 N- ----DSM- ⸀Ἰησοῦ· Ἰησοῦ Ἰησοῦ Ἰησοῦς
060802 RA ----NSM- ὁ ὁ ὁ ὁ
060802 C- -------- γὰρ γὰρ γάρ γάρ
060802 N- ----NSM- νόμος νόμος νόμος νόμος
060802 RA ----GSN- τοῦ τοῦ τοῦ ὁ
060802 N- ----GSN- πνεύματος πνεύματος πνεύματος πνεῦμα
060802 RA ----GSF- τῆς τῆς τῆς ὁ
060802 N- ----GSF- ζωῆς ζωῆς ζωῆς ζωή
060802 P- -------- ἐν ἐν ἐν ἐν
060802 N- ----DSM- Χριστῷ Χριστῷ Χριστῷ Χριστός
060802 N- ----DSM- Ἰησοῦ Ἰησοῦ Ἰησοῦ Ἰησοῦς
060802 V- 3AAI-S-- ἠλευθέρωσέν ἠλευθέρωσέν ἠλευθέρωσε(ν) ἐλευθερόω
060802 RP ----AS-- ⸀σε σε σε σύ
060802 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό
060802 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060802 N- ----GSM- νόμου νόμου νόμου νόμος
060802 RA ----GSF- τῆς τῆς τῆς ὁ
060802 N- ----GSF- ἁμαρτίας ἁμαρτίας ἁμαρτίας ἁμαρτία
060802 C- -------- καὶ καὶ καί καί
060802 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060802 N- ----GSM- θανάτου. θανάτου θανάτου θάνατος
060803 RA ----ASN- τὸ τὸ τό ὁ
060803 C- -------- γὰρ γὰρ γάρ γάρ
060803 A- ----ASN- ἀδύνατον ἀδύνατον ἀδύνατον ἀδύνατος
060803 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060803 N- ----GSM- νόμου, νόμου νόμου νόμος
060803 P- -------- ἐν ἐν ἐν ἐν
060803 RR ----DSN- ᾧ ᾧ ᾧ ὅς
060803 V- 3IAI-S-- ἠσθένει ἠσθένει ἠσθένει ἀσθενέω
060803 P- -------- διὰ διὰ διά διά
060803 RA ----GSF- τῆς τῆς τῆς ὁ
060803 N- ----GSF- σαρκός, σαρκός σαρκός σάρξ
060803 RA ----NSM- ὁ ὁ ὁ ὁ
060803 N- ----NSM- θεὸς θεὸς θεός θεός
060803 RA ----ASM- τὸν τὸν τόν ὁ
060803 RP ----GSM- ἑαυτοῦ ἑαυτοῦ ἑαυτοῦ ἑαυτοῦ
060803 N- ----ASM- υἱὸν υἱὸν υἱόν υἱός
060803 V- -AAPNSM- πέμψας πέμψας πέμψας πέμπω
060803 P- -------- ἐν ἐν ἐν ἐν
060803 N- ----DSN- ὁμοιώματι ὁμοιώματι ὁμοιώματι ὁμοίωμα
060803 N- ----GSF- σαρκὸς σαρκὸς σαρκός σάρξ
060803 N- ----GSF- ἁμαρτίας ἁμαρτίας ἁμαρτίας ἁμαρτία
060803 C- -------- καὶ καὶ καί καί
060803 P- -------- περὶ περὶ περί περί
060803 N- ----GSF- ἁμαρτίας ἁμαρτίας ἁμαρτίας ἁμαρτία
060803 V- 3AAI-S-- κατέκρινε κατέκρινε κατέκρινε(ν) κατακρίνω
060803 RA ----ASF- τὴν τὴν τήν ὁ
060803 N- ----ASF- ἁμαρτίαν ἁμαρτίαν ἁμαρτίαν ἁμαρτία
060803 P- -------- ἐν ἐν ἐν ἐν
060803 RA ----DSF- τῇ τῇ τῇ ὁ
060803 N- ----DSF- σαρκί, σαρκί σαρκί σάρξ
060804 C- -------- ἵνα ἵνα ἵνα ἵνα
060804 RA ----NSN- τὸ τὸ τό ὁ
060804 N- ----NSN- δικαίωμα δικαίωμα δικαίωμα δικαίωμα
060804 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060804 N- ----GSM- νόμου νόμου νόμου νόμος
060804 V- 3APS-S-- πληρωθῇ πληρωθῇ πληρωθῇ πληρόω
060804 P- -------- ἐν ἐν ἐν ἐν
060804 RP ----DP-- ἡμῖν ἡμῖν ἡμῖν ἐγώ
060804 RA ----DPM- τοῖς τοῖς τοῖς ὁ
060804 D- -------- μὴ μὴ μή μή
060804 P- -------- κατὰ κατὰ κατά κατά
060804 N- ----ASF- σάρκα σάρκα σάρκα σάρξ
060804 V- -PAPDPM- περιπατοῦσιν περιπατοῦσιν περιπατοῦσι(ν) περιπατέω
060804 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
060804 P- -------- κατὰ κατὰ κατά κατά
060804 N- ----ASN- πνεῦμα· πνεῦμα πνεῦμα πνεῦμα
060805 RA ----NPM- οἱ οἱ οἱ ὁ
060805 C- -------- γὰρ γὰρ γάρ γάρ
060805 P- -------- κατὰ κατὰ κατά κατά
060805 N- ----ASF- σάρκα σάρκα σάρκα σάρξ
060805 V- -PAPNPM- ὄντες ὄντες ὄντες εἰμί
060805 RA ----APN- τὰ τὰ τά ὁ
060805 RA ----GSF- τῆς τῆς τῆς ὁ
060805 N- ----GSF- σαρκὸς σαρκὸς σαρκός σάρξ
060805 V- 3PAI-P-- φρονοῦσιν, φρονοῦσιν φρονοῦσι(ν) φρονέω
060805 RA ----NPM- οἱ οἱ οἱ ὁ
060805 C- -------- δὲ δὲ δέ δέ
060805 P- -------- κατὰ κατὰ κατά κατά
060805 N- ----ASN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
060805 RA ----APN- τὰ τὰ τά ὁ
060805 RA ----GSN- τοῦ τοῦ τοῦ ὁ
060805 N- ----GSN- πνεύματος. πνεύματος πνεύματος πνεῦμα
060806 RA ----NSN- τὸ τὸ τό ὁ
060806 C- -------- γὰρ γὰρ γάρ γάρ
060806 N- ----NSN- φρόνημα φρόνημα φρόνημα φρόνημα
060806 RA ----GSF- τῆς τῆς τῆς ὁ
060806 N- ----GSF- σαρκὸς σαρκὸς σαρκός σάρξ
060806 N- ----NSM- θάνατος, θάνατος θάνατος θάνατος
060806 RA ----NSN- τὸ τὸ τό ὁ
060806 C- -------- δὲ δὲ δέ δέ
060806 N- ----NSN- φρόνημα φρόνημα φρόνημα φρόνημα
060806 RA ----GSN- τοῦ τοῦ τοῦ ὁ
060806 N- ----GSN- πνεύματος πνεύματος πνεύματος πνεῦμα
060806 N- ----NSF- ζωὴ ζωὴ ζωή ζωή
060806 C- -------- καὶ καὶ καί καί
060806 N- ----NSF- εἰρήνη· εἰρήνη εἰρήνη εἰρήνη
060807 C- -------- διότι διότι διότι διότι
060807 RA ----NSN- τὸ τὸ τό ὁ
060807 N- ----NSN- φρόνημα φρόνημα φρόνημα φρόνημα
060807 RA ----GSF- τῆς τῆς τῆς ὁ
060807 N- ----GSF- σαρκὸς σαρκὸς σαρκός σάρξ
060807 N- ----NSF- ἔχθρα ἔχθρα ἔχθρα ἔχθρα
060807 P- -------- εἰς εἰς εἰς εἰς
060807 N- ----ASM- θεόν, θεόν θεόν θεός
060807 RA ----DSM- τῷ τῷ τῷ ὁ
060807 C- -------- γὰρ γὰρ γάρ γάρ
060807 N- ----DSM- νόμῳ νόμῳ νόμῳ νόμος
060807 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060807 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
060807 D- -------- οὐχ οὐχ οὐ οὐ
060807 V- 3PPI-S-- ὑποτάσσεται, ὑποτάσσεται ὑποτάσσεται ὑποτάσσω
060807 D- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ
060807 C- -------- γὰρ γὰρ γάρ γάρ
060807 V- 3PMI-S-- δύναται· δύναται δύναται δύναμαι
060808 RA ----NPM- οἱ οἱ οἱ ὁ
060808 C- -------- δὲ δὲ δέ δέ
060808 P- -------- ἐν ἐν ἐν ἐν
060808 N- ----DSF- σαρκὶ σαρκὶ σαρκί σάρξ
060808 V- -PAPNPM- ὄντες ὄντες ὄντες εἰμί
060808 N- ----DSM- θεῷ θεῷ θεῷ θεός
060808 V- -AAN---- ἀρέσαι ἀρέσαι ἀρέσαι ἀρέσκω
060808 D- -------- οὐ οὐ οὐ οὐ
060808 V- 3PMI-P-- δύνανται. δύνανται δύνανται δύναμαι
060809 RP ----NP-- Ὑμεῖς Ὑμεῖς ὑμεῖς σύ
060809 C- -------- δὲ δὲ δέ δέ
060809 D- -------- οὐκ οὐκ οὐ οὐ
060809 V- 2PAI-P-- ἐστὲ ἐστὲ ἐστέ εἰμί
060809 P- -------- ἐν ἐν ἐν ἐν
060809 N- ----DSF- σαρκὶ σαρκὶ σαρκί σάρξ
060809 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
060809 P- -------- ἐν ἐν ἐν ἐν
060809 N- ----DSN- πνεύματι, πνεύματι πνεύματι πνεῦμα
060809 C- -------- εἴπερ εἴπερ εἴπερ εἴπερ
060809 N- ----NSN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
060809 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
060809 V- 3PAI-S-- οἰκεῖ οἰκεῖ οἰκεῖ οἰκέω
060809 P- -------- ἐν ἐν ἐν ἐν
060809 RP ----DP-- ὑμῖν. ὑμῖν ὑμῖν σύ
060809 C- -------- εἰ εἰ εἰ εἰ
060809 C- -------- δέ δέ δέ δέ
060809 RI ----NSM- τις τις τις τις
060809 N- ----ASN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
060809 N- ----GSM- Χριστοῦ Χριστοῦ Χριστοῦ Χριστός
060809 D- -------- οὐκ οὐκ οὐ οὐ
060809 V- 3PAI-S-- ἔχει, ἔχει ἔχει ἔχω
060809 RD ----NSM- οὗτος οὗτος οὗτος οὗτος
060809 D- -------- οὐκ οὐκ οὐ οὐ
060809 V- 3PAI-S-- ἔστιν ἔστιν ἐστί(ν) εἰμί
060809 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός
060810 C- -------- εἰ εἰ εἰ εἰ
060810 C- -------- δὲ δὲ δέ δέ
060810 N- ----NSM- Χριστὸς Χριστὸς Χριστός Χριστός
060810 P- -------- ἐν ἐν ἐν ἐν
060810 RP ----DP-- ὑμῖν, ὑμῖν ὑμῖν σύ
060810 RA ----NSN- τὸ τὸ τό ὁ
060810 C- -------- μὲν μὲν μέν μέν
060810 N- ----NSN- σῶμα σῶμα σῶμα σῶμα
060810 A- ----NSN- νεκρὸν νεκρὸν νεκρόν νεκρός
060810 P- -------- διὰ διὰ διά διά
060810 N- ----ASF- ἁμαρτίαν, ἁμαρτίαν ἁμαρτίαν ἁμαρτία
060810 RA ----NSN- τὸ τὸ τό ὁ
060810 C- -------- δὲ δὲ δέ δέ
060810 N- ----NSN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
060810 N- ----NSF- ζωὴ ζωὴ ζωή ζωή
060810 P- -------- διὰ διὰ διά διά
060810 N- ----ASF- δικαιοσύνην. δικαιοσύνην δικαιοσύνην δικαιοσύνη
060811 C- -------- εἰ εἰ εἰ εἰ
060811 C- -------- δὲ δὲ δέ δέ
060811 RA ----NSN- τὸ τὸ τό ὁ
060811 N- ----NSN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
060811 RA ----GSM- τοῦ τοῦ τοῦ ὁ
060811 V- -AAPGSM- ἐγείραντος ἐγείραντος ἐγείραντος ἐγείρω
060811 RA ----ASM- ⸀τὸν τὸν τόν ὁ
060811 N- ----ASM- Ἰησοῦν Ἰησοῦν Ἰησοῦν Ἰησοῦς
060811 P- -------- ἐκ ἐκ ἐκ ἐκ
060811 A- ----GPM- νεκρῶν νεκρῶν νεκρῶν νεκρός
060811 V- 3PAI-S-- οἰκεῖ οἰκεῖ οἰκεῖ οἰκέω
060811 P- -------- ἐν ἐν ἐν ἐν
060811 RP ----DP-- ὑμῖν, ὑμῖν ὑμῖν σύ
060811 RA ----NSM- ὁ ὁ ὁ ὁ
060811 V- -AAPNSM- ἐγείρας ἐγείρας ἐγείρας ἐγείρω
060811 P- -------- ⸂ἐκ ἐκ ἐκ ἐκ
060811 A- ----GPM- νεκρῶν νεκρῶν νεκρῶν νεκρός
060811 N- ----ASM- Χριστὸν Χριστὸν Χριστόν Χριστός
060811 N- ----ASM- Ἰησοῦν⸃ Ἰησοῦν Ἰησοῦν Ἰησοῦς
060811 V- 3FAI-S-- ζῳοποιήσει ζῳοποιήσει ζῳοποιήσει ζῳοποιέω
060811 D- -------- καὶ καὶ καί καί
060811 RA ----APN- τὰ τὰ τά ὁ
060811 A- ----APN- θνητὰ θνητὰ θνητά θνητός
060811 N- ----APN- σώματα σώματα σώματα σῶμα
060811 RP ----GP-- ὑμῶν ὑμῶν ὑμῶν σύ
060811 P- -------- διὰ διὰ διά διά
060811 RA ----ASN- ⸂τὸ τὸ τό ὁ
060811 V- -PAPASN- ἐνοικοῦν ἐνοικοῦν ἐνοικοῦν ἐνοικέω
060811 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός
060811 N- ----ASN- πνεῦμα⸃ πνεῦμα πνεῦμα πνεῦμα
060811 P- -------- ἐν ἐν ἐν ἐν
060811 RP ----DP-- ὑμῖν. ὑμῖν ὑμῖν σύ
060812 C- -------- Ἄρα Ἄρα ἄρα ἄρα
060812 C- -------- οὖν, οὖν οὖν οὖν
060812 N- ----VPM- ἀδελφοί, ἀδελφοί ἀδελφοί ἀδελφός
060812 N- ----NPM- ὀφειλέται ὀφειλέται ὀφειλέται ὀφειλέτης
060812 V- 1PAI-P-- ἐσμέν, ἐσμέν ἐσμέν εἰμί
060812 D- -------- οὐ οὐ οὐ οὐ
060812 RA ----DSF- τῇ τῇ τῇ ὁ
060812 N- ----DSF- σαρκὶ σαρκὶ σαρκί σάρξ
060812 RA ----GSN- τοῦ τοῦ τοῦ ὁ
060812 P- -------- κατὰ κατὰ κατά κατά
060812 N- ----ASF- σάρκα σάρκα σάρκα σάρξ
060812 V- -PAN---- ζῆν, ζῆν ζῆν ζάω
060813 C- -------- εἰ εἰ εἰ εἰ
060813 C- -------- γὰρ γὰρ γάρ γάρ
060813 P- -------- κατὰ κατὰ κατά κατά
060813 N- ----ASF- σάρκα σάρκα σάρκα σάρξ
060813 V- 2PAI-P-- ζῆτε ζῆτε ζῆτε ζάω
060813 V- 2PAI-P-- μέλλετε μέλλετε μέλλετε μέλλω
060813 V- -PAN---- ἀποθνῄσκειν, ἀποθνῄσκειν ἀποθνῄσκειν ἀποθνῄσκω
060813 C- -------- εἰ εἰ εἰ εἰ
060813 C- -------- δὲ δὲ δέ δέ
060813 N- ----DSN- πνεύματι πνεύματι πνεύματι πνεῦμα
060813 RA ----APF- τὰς τὰς τάς ὁ
060813 N- ----APF- πράξεις πράξεις πράξεις πρᾶξις
060813 RA ----GSN- τοῦ τοῦ τοῦ ὁ
060813 N- ----GSN- σώματος σώματος σώματος σῶμα
060813 V- 2PAI-P-- θανατοῦτε, θανατοῦτε θανατοῦτε θανατόω
060813 V- 2FMI-P-- ζήσεσθε. ζήσεσθε ζήσεσθε ζάω
060814 RR ----NPM- ὅσοι ὅσοι ὅσοι ὅσος
060814 C- -------- γὰρ γὰρ γάρ γάρ
060814 N- ----DSN- πνεύματι πνεύματι πνεύματι πνεῦμα
060814 N- ----GSM- θεοῦ θεοῦ θεοῦ θεός
060814 V- 3PPI-P-- ἄγονται, ἄγονται ἄγονται ἄγω
060814 RD ----NPM- οὗτοι οὗτοι οὗτοι οὗτος
060814 N- ----NPM- ⸂υἱοί υἱοί υἱοί υἱός
060814 V- 3PAI-P-- εἰσιν εἰσιν εἰσί(ν) εἰμί
060814 N- ----GSM- θεοῦ⸃. θεοῦ θεοῦ θεός
060815 D- -------- οὐ οὐ οὐ οὐ
060815 C- -------- γὰρ γὰρ γάρ γάρ
060815 V- 2AAI-P-- ἐλάβετε ἐλάβετε ἐλάβετε λαμβάνω
060815 N- ----ASN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
060815 N- ----GSF- δουλείας δουλείας δουλείας δουλεία
060815 D- -------- πάλιν πάλιν πάλιν πάλιν
060815 P- -------- εἰς εἰς εἰς εἰς
060815 N- ----ASM- φόβον, φόβον φόβον φόβος
060815 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά
060815 V- 2AAI-P-- ἐλάβετε ἐλάβετε ἐλάβετε λαμβάνω
060815 N- ----ASN- πνεῦμα πνεῦμα πνεῦμα πνεῦμα
060815 N- ----GSF- υἱοθεσίας υἱοθεσίας υἱοθεσίας υἱοθεσία
